asset_id,asset_kind,configured_source_ids,proposed_public_use,decision,export_action,source_url,source_url_status,license_name,license_url,required_attribution,snapshot_or_vintage,rights_evidence_url,verified_utc,conditions_or_blocker
auckland_transport_future_connect,configured_source,auckland_transport_future_connect,Strategic planning context,permit,include,https://mahere.at.govt.nz/server/rest/services/FutureConnect/FutureConnect_Network_FirstDecade/MapServer/3,immutable_service_snapshot,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Auckland Transport Future Connect 2024-2034,2005 features; acquired 2026-05-24; SHA-256 7a0f1bda3a862067033764f73117637094c0de4678796c34079a1f68d8b072bf,https://at.govt.nz/about-us/at-data-sources,2026-09-01T00:00:00Z,Strategic alignment only; never described as funded or committed
auckland_transport_rltp,configured_source,auckland_transport_rltp,RLTP active-modes context,permit,include,https://mahere.at.govt.nz/server/rest/services/Planning/RLTP_Projects/MapServer/1,immutable_filtered_service_snapshot,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Auckland Transport RLTP 2024-2034,12 active-mode features; acquired 2026-05-24; SHA-256 325b9aac3cd3f0cef96f8b0fce604f8c3033f7786b4e4a664b1fb36ac31ecc82,https://at.govt.nz/about-us/at-data-sources,2026-09-01T00:00:00Z,Uses source extent values committed and planned; does not relabel committed as funded
cycle_counter_locations,configured_source,cycle_counter_locations,Approximate spatial plausibility sites,permit,include,https://at.govt.nz/media/zj0lgcmg/at-daily-cycle-count-data-july-2026.xlsx,project_maintained_approximate_site_registry,Project-maintained coordinates with AT observation attribution,https://creativecommons.org/licenses/by/4.0/,Auckland Transport counter names; approximate coordinates maintained by CIW,73 retained sites; derived SHA-256 15312afd9ccaa997982347d81d21b80891eac3f13acd5d950db029d8be5d4328; registry SHA-256 6004b7c8f534e8c6d41b7b2917e7682a00c5c2822b7846688609a60f1fc0ecbf,documentation/audit/counter-plausibility-audit.md,2026-09-01T00:00:00Z,Points are approximate and have no direction bearing or screenline; spatial plausibility only
cycle_counter_observations,configured_source,cycle_counter_observations,Exact-period plausibility evidence,permit,include,https://at.govt.nz/media/zj0lgcmg/at-daily-cycle-count-data-july-2026.xlsx,exact_publisher_workbook_and_derived_hash,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Auckland Transport Daily Cycle Count Data July 2026,2026-07-01 to 2026-07-31; workbook SHA-256 f0488b5fd5f315ea71ab2532a5ac402f7194741fb62c2ed9fc8e2d264c64d210; derived JSON SHA-256 6ce1d863487b65bdbf688dfcf4eb29f9b17a638c99493d45a8dfa9ab51c14302,https://at.govt.nz/cycling-walking/research-monitoring/monthly-cycle-monitoring/,2026-09-01T00:00:00Z,Daily all-purpose movements are not calibrated against census usual-commute people
crash_hazard,configured_source,crash_hazard,Restricted safety microdata source,exclude,omit,https://www.nzta.govt.nz/safety/partners/crash-analysis-system,local_restricted_export,Restricted microdata; not redistributed,https://www.nzta.govt.nz/safety/partners/crash-analysis-system,NZ Transport Agency Waka Kotahi,local export dated 2026-04-02; 478839 records; SHA-256 fa599644c87d020edf9bd9646fe9ceb0e0d88b76b86e05431fc75f89035f69ba,https://spatial.nzta.govt.nz/portal/home/item.html?id=94a3ca7a3cb34c929b248da6005e49ac,2026-09-01T00:00:00Z,Raw rows identifiers exact points road names dates times movements and narratives are never public outputs
crash_safety_aggregate,configured_source,crash_safety_aggregate,Disclosure-safe safety context,permit,include,https://spatial.nzta.govt.nz/portal/home/item.html?id=94a3ca7a3cb34c929b248da6005e49ac,derived_from_local_restricted_export,NZTA open-data attribution retained,https://www.nzta.govt.nz/safety/partners/crash-analysis-system,NZ Transport Agency Waka Kotahi,2016-2025 cycle-involved crashes; 250 published 500 m cells; SHA-256 92fce96fd83d063a645ef041dd1a42653c2bc9de6cee1793f87a22fc33159078,https://www.nzta.govt.nz/safety/partners/crash-analysis-system,2026-09-01T00:00:00Z,Cells below three crashes are suppressed; only total and severity counts are retained; not exposure-adjusted
linz_auckland_dem,configured_source,linz_auckland_dem,Terrain input,permit,include,https://data.linz.govt.nz/layer/51768-nz-8m-digital-elevation-model-2012/,exact_dataset_page,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Contains data sourced from the LINZ Data Service licensed for reuse under CC BY 4.0,2012 dataset; Auckland VRT SHA-256 7630ae6947154f86175e5d064d26eeb8a8b678c417e29843bc69f55bf2699e80; 32 referenced tiles separately pinned,https://www.linz.govt.nz/products-services/data/licensing-and-using-data/attributing-elevation-or-aerial-imagery-data,2026-08-24T00:00:00Z,Use only as a coarse hilliness input; the publisher states this contour-interpolated DEM is unsuitable for terrain analysis
linz_auckland_dem_manifest,configured_source,linz_auckland_dem_manifest,Terrain tile integrity record,permit,include,https://data.linz.govt.nz/layer/51768-nz-8m-digital-elevation-model-2012/,local_manifest_for_exact_permitted_layer,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Contains data sourced from the LINZ Data Service licensed for reuse under CC BY 4.0,Schema 1 manifest pins all 32 VRT-referenced TIFF byte counts and hashes; manifest SHA-256 1f06ad57623fd6489bf1ee7437f03531123b4f74872ad92b068aaaf745d921ed,https://www.linz.govt.nz/products-services/data/licensing-and-using-data/attributing-elevation-or-aerial-imagery-data,2026-09-01T00:00:00Z,Verified before topology construction; source remains a coarse hilliness input
at_gtfs_schedule_2026_09_01,configured_source,at_gtfs_schedule_2026_09_01,Dated transit schedule source,permit,include,https://gtfs.at.govt.nz/gtfs.zip,dated_feed_snapshot,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Auckland Transport GTFS,feed 2026-08-22 to 2026-12-31; retrieved 2026-09-01; SHA-256 61e325ae455703b92748b9a54745b63c516ab68e59464d19377aed5e924d4644,https://at.govt.nz/about-us/at-data-sources,2026-09-01T00:00:00Z,Raw feed remains outside Git; snapshot version and hash are recorded in the run manifest
major_transit_nodes,configured_source,major_transit_nodes,Transit-access context,permit,include,https://gtfs.at.govt.nz/gtfs.zip,dated_gtfs_service_day_derivative,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Auckland Transport GTFS,199 consolidated nodes for 2026-09-02; upstream SHA-256 61e325ae455703b92748b9a54745b63c516ab68e59464d19377aed5e924d4644; derived SHA-256 319240f6cd44195ec8e631f2b7e956c357e5746e698f08e9dc76d1305428c343,https://at.govt.nz/about-us/at-data-sources,2026-09-01T00:00:00Z,Scheduled stop visits are opportunity weights and are not patronage
synthetic_demo_fixture,project_asset,,Deterministic demonstration data,permit,include,tests/fixtures/miniature_city_expected.json,repository_path,Project software licence,LICENSE,Project-authored synthetic demonstration data,versioned fixture; exact build run ID required,NOTICE.md,2026-08-20T00:00:00Z,Keep synthetic status visible and do not present the fixture as Auckland evidence
auckland_cells,public_web_layer,stats_nz_sa1_geography,Area context and routed-origin support,permit,include,,derived_layer,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,This work includes Stats NZ data licensed for reuse under CC BY 4.0,run-313e0277521633d3 cells.geojson SHA-256 d8333ddcc665a631ff8ed0e22c795b4f2974ae1bb2ed8fec8897978419d94cfd,documentation/audit/public-release-asset.md,2026-09-02T04:46:09Z,Publish only with the run manifest source decisions and Stats NZ attribution; the layer is a routed-origin support visualisation rather than a complete demand denominator
auckland_network,public_web_layer,geofabrik_new_zealand_osm;auckland_transport_cycle_network;linz_auckland_dem;linz_auckland_dem_manifest,Routable network and facility evidence,permit,include,,derived_layer,ODbL 1.0 plus CC BY 4.0,https://opendatacommons.org/licenses/odbl/1-0/; https://creativecommons.org/licenses/by/4.0/,© OpenStreetMap contributors; Auckland Transport; Contains data sourced from the LINZ Data Service licensed for reuse under CC BY 4.0,run-313e0277521633d3 network.geojson SHA-256 a8a2d4a84f3c497cf95196ef839a6919b22e83035eac692a96ee6e76d8a9ffe3,documentation/audit/public-release-asset.md,2026-09-02T04:46:09Z,Distribute the OSM-derived database under ODbL 1.0 with attribution and transformation/reconstruction information; upstream non-OSM rights remain attached
auckland_candidates,public_web_layer,stats_nz_journey_to_work;stats_nz_sa2_transport_margins;stats_nz_sa1_geography;stats_nz_sa2_geography;stats_nz_auckland_boundary;nzdep2023_sa1;stats_nz_business_demography_sa2_2024;educationcounts_schools_auckland;at_gtfs_schedule_2026_09_01;major_transit_nodes;geofabrik_new_zealand_osm;auckland_transport_cycle_network;linz_auckland_dem;linz_auckland_dem_manifest,Candidates portfolios and indicators,permit,include,,derived_layer,ODbL 1.0 plus CC BY 4.0,https://opendatacommons.org/licenses/odbl/1-0/; https://creativecommons.org/licenses/by/4.0/,© OpenStreetMap contributors; Stats NZ; University of Otago NZDep2023; Ministry of Education / Education Counts; Auckland Transport; LINZ Data Service,run-313e0277521633d3 candidates.geojson SHA-256 34fc6c744bba508cadda8f6c201a23c92bfad3462c07e344f60ab2404d48ee0a,documentation/audit/public-release-asset.md,2026-09-02T04:46:09Z,Permit applies to the exact packaged research-snapshot layer with transit and aggregate equity metrics and research-only appraisal; distribute the OSM-derived database under ODbL and retain all upstream attributions; methodological limitations remain mandatory
auckland_equity_context,public_web_layer,nzdep2023_sa1;stats_nz_sa1_geography;stats_nz_auckland_boundary,High-deprivation-origin equity preset,permit,include,,derived_aggregate,Source attributions retained,,University of Otago NZDep2023; Stats NZ; Eagle Technology public ArcGIS service,run-313e0277521633d3 aggregate equity metrics embedded in candidates.geojson SHA-256 34fc6c744bba508cadda8f6c201a23c92bfad3462c07e344f60ab2404d48ee0a,documentation/audit/public-release-asset.md,2026-09-02T04:46:09Z,Objective covers NZDep2023 deciles 8-10 and is not a causal equity effect or welfare weight
auckland_programmes,public_web_layer,auckland_transport_future_connect;auckland_transport_rltp,Strategic and programme overlays,permit,include,,derived_layer,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Auckland Transport,run-313e0277521633d3 programmes.geojson SHA-256 09c9a73f978e76c58213b4dcfa941f20ad6eb9625d65be70665c866b92a232c1; 2017 features,documentation/audit/public-release-asset.md,2026-09-02T04:46:09Z,Future Connect is strategic; RLTP committed is not relabelled funded
auckland_counters,public_web_layer,cycle_counter_locations;cycle_counter_observations,Approximate plausibility sites and observations,permit,include,,derived_layer,AT observations CC BY 4.0; approximate project-maintained coordinates,https://creativecommons.org/licenses/by/4.0/,Auckland Transport; CIW approximate site registry,run-313e0277521633d3 counters.geojson SHA-256 16b019e47e36a8c4237ae7a101485c854387b9157c40a4cc2f67afb1aae44ecd; 73 sites,documentation/audit/counter-plausibility-audit.md,2026-09-02T04:46:09Z,Not predictive validation and not suitable for direction or screenline analysis
auckland_crash_context,public_web_layer,crash_safety_aggregate,Aggregated safety context,permit,include,,derived_disclosure_safe_aggregate,NZTA open-data attribution retained,https://www.nzta.govt.nz/safety/partners/crash-analysis-system,NZ Transport Agency Waka Kotahi,run-313e0277521633d3 safety.geojson SHA-256 95bb96e3f3a023215d6d274e764def4392f664ec60e176cc152660c2985a5852; 250 published 500 m cells,documentation/audit/public-release-asset.md,2026-09-02T04:46:09Z,Cells below three crashes are suppressed; no identifiers exact coordinates names dates times movements or narratives; not exposure-adjusted
synthetic_demo_web_layers,public_web_layer,synthetic_demo_fixture,Offline demonstration cells network candidates programmes and counters,permit,include,,derived_layer,Project software licence,LICENSE,Project-authored synthetic demonstration data,Deterministic run manifest and layer hashes required,NOTICE.md,2026-08-20T00:00:00Z,All screens and exports must retain synthetic status and run ID
carto_hosted_basemap,basemap,,Online contextual tiles,exclude,disable,https://a.basemaps.cartocdn.com/light_all/{z}/{x}/{y}.png,hosted_tile_template,CARTO Basemaps terms,https://carto.com/legal/,CARTO; © OpenStreetMap contributors,rolling hosted service,https://docs.carto.com/faqs/carto-basemaps,2026-08-20T00:00:00Z,No enterprise licence or qualifying grant is recorded; keep online tiles disabled and never cache or capture them
openfreemap_hosted_basemap,basemap,,Online contextual vector basemaps,permit,display,https://tiles.openfreemap.org/styles/positron,hosted_vector_style,OpenFreeMap public-instance terms,https://openfreemap.org/tos/,OpenFreeMap; © OpenMapTiles; © OpenStreetMap contributors,rolling hosted service,https://openfreemap.org/,2026-08-31T00:00:00Z,Live interactive display only with visible attribution; do not cache bundle prefetch or use in deterministic offline captures; retain the tile-free Analysis fallback; the public service has no availability commitment
synthetic_offline_screenshots,screenshot_asset,synthetic_demo_fixture,Historical documentation screenshot set,exclude,omit,,derived_image,Project software licence,LICENSE,Project-authored synthetic demonstration data,Historical fixture captures replaced by the Auckland research-snapshot set; the deterministic fixture remains reproducible,documentation/screenshots/manifest.csv,2026-08-27T12:09:50Z,No synthetic screenshot files are represented by the current manifest; regenerate them under distinct filenames if separate fixture evidence is later required
auckland_release_screenshots,screenshot_asset,stats_nz_journey_to_work;stats_nz_sa2_transport_margins;stats_nz_sa1_geography;stats_nz_sa2_geography;stats_nz_auckland_boundary;nzdep2023_sa1;stats_nz_business_demography_sa2_2024;educationcounts_schools_auckland;at_gtfs_schedule_2026_09_01;major_transit_nodes;geofabrik_new_zealand_osm;auckland_transport_cycle_network;auckland_transport_future_connect;auckland_transport_rltp;cycle_counter_locations;cycle_counter_observations;crash_safety_aggregate;linz_auckland_dem;linz_auckland_dem_manifest,Documentation research-snapshot screenshots,permit,include,,derived_image,CC BY 4.0; ODbL 1.0; database-right attribution,https://creativecommons.org/licenses/by/4.0/; https://opendatacommons.org/licenses/odbl/1-0/,Stats NZ; OpenStreetMap contributors; Auckland Transport; University of Otago NZDep2023; NZ Transport Agency Waka Kotahi; LINZ,Seven 2 September captures from run-313e0277521633d3 with all 21 hashes in documentation/screenshots/manifest.csv,documentation/screenshots/manifest.csv,2026-09-02T04:46:09Z,Permit applies to the exact research-snapshot captures using Analysis with no hosted requests; on-map OpenStreetMap attribution and source credits are retained; appraisal is research-only; equity is aggregate; counters are plausibility-only; safety is disclosure-safe; low-stress connectivity is unreported
